epoch,train_loss,val_loss,Precision,Recall,F1 Score,Instance Recall,Normal Region FP,FP Score,FROC Score
1,156.0514604171904,762.8836218402499,0.0,0.0,0.0,0.0,43.08888888888889,56.91111111111111,0.0
2,34.175545555530206,67.50280109700702,0.0,0.0,0.0,0.0,0.15555555555555556,99.84444444444445,0.0006345805776157091
3,6.03384012278944,11.629149006661915,0.0,0.0,0.0,0.0,0.0,100.0,0.0
4,2.7910481502514073,3.9593414283934094,0.0,0.0,0.0,0.0,0.0,100.0,0.0001647463660190613
5,1.935842241981242,2.166838644232069,0.0,0.0,0.0,0.0,0.0,100.0,5.5016324420494697e-05
6,1.5638295583205648,1.8807597867080144,0.10521636037189794,0.061589174173908884,0.07769706100835287,0.06158917418459403,0.03625730994152047,99.96374269005848,0.0630873726503072
7,1.4503726572683542,1.0748708263749167,0.00048567265639355386,0.00017349063147579968,0.0002552691354012352,0.00017349063150589867,0.0023391812865497076,99.99766081871346,0.00017349063150589867
8,1.2212048037217396,0.8988805743200439,0.04360012455820613,0.024288688406611955,0.031197312048879065,0.024288688410825817,0.008187134502923977,99.99181286549708,0.024288688410825817
9,1.1392919309068434,1.426386987595331,0.08632513108383921,0.07425399027164226,0.07983535434134445,0.07425399028452463,0.08888888888888889,99.91111111111111,0.07465846872298658
10,0.977213718513451,0.8240802300827844,0.07591988819843505,0.056557945861110695,0.06482353135755402,0.05655794587092297,0.019883040935672516,99.98011695906433,0.05710150373304615
11,0.9451726934697369,0.8115647474924723,0.05598724844471264,0.04875086744469971,0.05211857871049087,0.04875086745315753,0.03742690058479532,99.96257309941521,0.04891945201780854
12,0.8717087589868224,0.8404863415729432,0.07986294146550793,0.0525676613371673,0.06340190667394484,0.0525676613462873,0.028070175438596492,99.9719298245614,0.0525676613462873
13,0.7668749545470323,0.679038466477678,0.095453403643443,0.06592643996080387,0.07798822889328334,0.0659264399722415,0.012865497076023392,99.98713450292398,0.0659264399722415
14,0.7217281668788136,0.8623768070446594,0.26297148923977837,0.25763358774156253,0.26027467310932423,0.25763358778625955,0.047953216374269005,99.95204678362573,0.25807661552292277
15,0.6788784939758848,0.762963218649938,0.222866461275074,0.2133934767152336,0.21802662066426248,0.21339347675225537,0.03742690058479532,99.96257309941521,0.21350317685416334
16,0.5684405628702428,1.3915904360867681,0.39351557527121495,0.42956280353408,0.41074933503306266,0.42956280360860516,0.12046783625730995,99.8795321637427,0.43021689546310854
17,0.5668366715164468,0.6449393819485392,0.20390824124810783,0.1665510062167677,0.1833455707672213,0.16655100624566274,0.021052631578947368,99.97894736842105,0.1666739626022188
18,0.5267196395019493,0.797983311027998,0.20622100013641156,0.2081887577709596,0.20719970719479874,0.2081887578070784,0.05263157894736842,99.94736842105263,0.208887661521974
19,0.4849256752151074,0.7710683530019152,0.14257461342276614,0.13757807076030915,0.14003128542128887,0.13757807078417766,0.0456140350877193,99.95438596491228,0.13853795733338858
20,0.44337906105683583,0.7383089858506408,0.4088745000173539,0.37248438577854187,0.3898315482581151,0.37248438584316446,0.02456140350877193,99.97543859649123,0.3744010316546856
21,0.4266904281212552,0.605496904750665,0.49201138093849606,0.3900069395575977,0.43511031667191336,0.39000693962526023,0.012865497076023392,99.98713450292398,0.40081847596690684
22,0.38913582663724916,0.6933192364006703,0.49137366226438656,0.39035392082054926,0.4350763701008971,0.39035392088827203,0.0152046783625731,99.98479532163742,0.39798750867453153
23,0.37231315569122236,0.8755149485986857,0.5209437509794933,0.5286259541067616,0.5247562381203693,0.5286259541984732,0.0608187134502924,99.93918128654971,0.5393711285886857
24,0.3769585120648441,0.9179740035995132,0.39544120179667736,0.39729354607958123,0.39636470983491706,0.397293546148508,0.03625730994152047,99.96374269005848,0.400676844783715
