epoch,train_loss,val_loss,Precision,Recall,F1 Score,Instance Recall,Normal Region FP,FP Score,FROC Score
1,300.66775650880777,1359.2501218205407,0.003022865262807832,0.019680403697278318,0.005240530650905792,0.01968040370058873,43.322695035460995,56.677304964539005,0.004954927432821499
2,68.40499632212581,155.64417638665154,0.0017156337120798032,0.004037005886621193,0.002407527714062319,0.004037005887300252,17.447990543735223,82.55200945626478,0.0025115591301499286
3,17.800338756064978,27.284088527020955,0.0,0.0,0.0,0.0,0.027186761229314422,99.97281323877068,0.0
4,4.746350560261279,8.408596371469043,0.0,0.0,0.0,0.0,0.0,100.0,0.0001886060703238093
5,2.408638618430313,3.0032397179376513,0.0,0.0,0.0,0.0,0.0,100.0,0.0005698690711981972
6,1.6737042847944765,1.3959018741335187,0.007604562731859647,0.0016820857860921638,0.0027545243250204654,0.001682085786375105,0.004728132387706856,99.99527186761229,0.0025729723799848233
7,1.4646686057046967,2.02800681080137,0.037914691928153756,0.01614802354648477,0.022649103292687142,0.01614802354920101,0.02127659574468085,99.97872340425532,0.01666925612667954
8,1.2730253442209594,1.1826197314830054,0.041536400160099865,0.015643397810657125,0.02272687526112459,0.015643397813288478,0.015366430260047281,99.98463356973996,0.015643397813288478
9,1.180848626457915,0.9634834320772262,0.018732438333208732,0.010092514716552982,0.013117166273679202,0.010092514718250631,0.02009456264775414,99.97990543735224,0.010092514718250631
10,1.0557249498610595,0.8356396699945132,0.2655487804068449,0.14650967196862746,0.1888342300559208,0.14650967199327167,0.008274231678486997,99.99172576832152,0.1470790977474622
11,0.9399237912528369,1.3618424101954414,0.1508107051864015,0.12985702268631505,0.13955120198058577,0.1298570227081581,0.07210401891252956,99.92789598108747,0.13008941434092694
12,0.8739563287520895,0.8252979468731653,0.21888859895150312,0.14112699745313254,0.1716092594530735,0.14112699747687132,0.01773049645390071,99.98226950354609,0.14112699747687132
13,0.8010059180004256,1.1839142979610533,0.38369820164509416,0.33019343980989174,0.35494028570822844,0.33019343986543315,0.08037825059101655,99.91962174940899,0.33054185586842905
14,0.7394218829517462,0.8491569552393187,0.30513672366339467,0.20084104285940435,0.24223932645487148,0.20084104289318755,0.014184397163120567,99.98581560283688,0.20102257992391473
15,0.6654653669315942,0.9814069298051652,0.30529399449564887,0.2454163161908467,0.2720994685869075,0.24541631623212784,0.02364066193853428,99.97635933806147,0.24569607998992907
16,0.5999275333419138,0.8848334372753188,0.34788509379147586,0.2587047939009748,0.29673885092998026,0.2587047939444912,0.03664302600472813,99.96335697399527,0.25870479394449125
17,0.5966512913606605,1.3362662241217635,0.26784059309215186,0.24306139609031766,0.25484958933809204,0.2430613961312027,0.10756501182033097,99.89243498817967,0.2430613961312027
18,0.5398022065661392,0.8591180614772297,0.4236203677889575,0.26728343141004485,0.3277635519705881,0.2672834314550042,0.010638297872340425,99.98936170212765,0.2676395140897991
19,0.4526883312025849,0.9210872142442635,0.3380897582651117,0.24709840197693886,0.285519434316392,0.24709840201850294,0.01182033096926714,99.98817966903073,0.247434819175778
20,0.46217396307964714,0.8341964844436872,0.35735366444728145,0.2444070647191914,0.29028020882587374,0.24440706476030277,0.010638297872340425,99.98936170212765,0.24470244901958335
21,0.4268522246607712,0.9666347638127349,0.3867328518983003,0.28830950373619685,0.330345468003981,0.288309503784693,0.016548463356973995,99.98345153664303,0.2884447519521908
22,0.43672172907663853,0.8866694061529069,0.37668269221714357,0.2635828426806421,0.3101430088919708,0.26358284272497895,0.010638297872340425,99.98936170212765,0.26387097373955665
23,0.4259940911920703,0.916133999043987,0.3598345587408468,0.26341463410203286,0.304165773956165,0.2634146341463415,0.014184397163120567,99.98581560283688,0.26387483162458786
