epoch,train_loss,val_loss,Precision,Recall,F1 Score,Instance Recall,Normal Region FP,FP Score,FROC Score
1,187.92227993105433,1036.6172595510677,0.0021512778589557148,0.010397171967062347,0.0035646512252547184,0.010397171969224371,25.261988304093567,74.73801169590644,0.004191128903143536
2,38.966977995604715,110.0832277013331,0.0,0.0,0.0,0.0,2.7719298245614037,97.2280701754386,0.009612555721213334
3,7.869849261391926,23.465195419837016,0.0,0.0,0.0,0.0,0.04093567251461988,99.95906432748538,0.0006141870081194375
4,3.8927982546425803,6.411581004760703,0.0,0.0,0.0,0.0,0.0,100.0,0.0
5,1.9469099273822579,2.7896053000372283,0.001071811360051649,0.00020794343934124693,0.00034803873571838775,0.0002079434393844874,0.0035087719298245615,99.99649122807017,0.00042582437180875213
6,1.5690224229408603,2.7962797404247888,0.02206246900791709,0.018506966101370977,0.020128419376738035,0.01850696610521938,0.09824561403508772,99.9017543859649,0.01956293178453963
7,1.3556077110356297,1.3158266989666285,0.06013276061689467,0.03202328965855203,0.04179059129407747,0.03202328966521106,0.031578947368421054,99.96842105263158,0.03370882619148821
8,1.3149426708667737,1.1302410365291395,0.26582278472157805,0.16593886459431506,0.20432675756245056,0.16593886462882096,0.022222222222222223,99.97777777777777,0.17422781213483685
9,1.2162171863570002,1.1939635007661216,0.1230497497429939,0.08692035764464122,0.10187619039702084,0.08692035766271575,0.026900584795321637,99.97309941520467,0.08825985781051997
10,1.1177441565861255,0.7756702241734886,0.1469541552968486,0.14597629441755536,0.14646309273141137,0.14597629444791016,0.014035087719298246,99.9859649122807,0.1471065685029592
11,1.0916804251412453,0.8006389573102399,0.24012291478487205,0.22749012263932414,0.2336353786111937,0.22749012268662924,0.012865497076023392,99.98713450292398,0.23129675213044354
12,0.9840717720867965,1.0808812367387723,0.2035032473521938,0.21501351627884932,0.20909960147048032,0.21501351632356,0.07953216374269007,99.92046783625732,0.2167925679558953
13,0.9453451181280201,0.6949434733892582,0.4432704401400578,0.3663963401192771,0.4011834753183521,0.36639634019546685,0.008187134502923977,99.99181286549708,0.3800254830595164
14,0.9119481397379795,0.6117372066685359,0.4276980953614629,0.3782491161617282,0.401456133928588,0.3782491162403826,0.017543859649122806,99.98245614035088,0.3965586090407971
15,0.8411370445354819,0.5763857403808103,0.38691006224690333,0.36140569757508717,0.3737227561052078,0.3614056976502391,0.01871345029239766,99.9812865497076,0.3880871002012937
